ticker,event_date,market_cap_m,move_pct,close,volume,atr_pct,normalized_move,event_type,catalyst_type,abs_move,drug_name,catalyst_summary
AURA,2023-11-07,374.0,-32.55,7.42,3894600,18.14,1.79,Loser,Clinical Data,32.55,belzupacap sarotalocan (bel-sar),"No clinical trial data or results were announced for Aura Biosciences on or around 2023-11-07; instead, on November 6, 2023, they announced FDA Special Protocol Assessment agreement for the Phase 3 CoMpass trial, with first patient dosing announced on December 7, 2023."
ANVS,2024-04-26,71.0,32.43,18.01,1059600,7.4,4.38,Gainer,Clinical Data,32.43,buntanetap,"Annovis announced statistically significant Phase II/III efficacy data for buntanetap in early Alzheimer's disease patients on April 29, 2024, showing a three-fold increase in responders at the 30mg dose compared to placebo and reductions in tau biomarkers."
EQ,2025-02-06,110.8,32.39,0.94,39355300,9.5,3.41,Gainer,Clinical Data,32.39,itolizumab,"Equillium (EQ) announced positive Phase 2 clinical trial results for itolizumab in acute graft-versus-host disease (aGVHD) on February 6, 2025, showing statistically significant long-term benefits including higher complete response rates at Day 99 and improved failure-free survival compared to placebo.[1]"
ALEC,2023-08-04,265.2,32.38,8.77,2118800,5.76,5.62,Gainer,Clinical Data,32.38,Alecensa (alectinib),"Genentech announced positive Phase III ALINA trial results for Alecensa on August 31, 2023, showing statistically significant improvement in disease-free survival as adjuvant therapy in early-stage ALK-positive NSCLC compared to platinum-based chemotherapy.[4]"
ENLV,2023-04-04,273.0,-32.35,2.51,421500,9.57,3.38,Loser,Clinical Data,32.35,Allocetra,"No clinical trial data or results for ENLV were announced on or around 2023-04-04; the earliest relevant announcement in search results is positive interim Phase Ib data for off-the-shelf Allocetra in severe sepsis patients, with no specific date matching that timeframe."
OSTX,2024-12-13,51.8,-32.29,3.02,348600,17.84,1.81,Loser,Clinical Data,32.29,OST-HER2,"OS Therapies announced Phase 2b clinical trial results for OST-HER2 in mid-January 2025 showing statistically significant achievement of the primary endpoint of 12-month event-free survival (33.3% vs 20% historical control, p=0.0158) in recurrent, fully resected lung metastatic osteosarcoma."
LPCN,2023-05-23,55.3,32.27,5.37,177700,11.85,2.72,Gainer,Clinical Data,32.27,LPCN 1154,"Lipocine announced topline results from a pharmacokinetic bridging study for LPCN 1154 on May 16, 2023, showing it met bioequivalence criteria to IV brexanolone, was well-tolerated with no hypoxia or sedation events, close to the queried date of 2023-05-23.[1][4]"
NNNN,2025-06-25,1130.6,32.18,31.83,597700,8.54,3.77,Gainer,Clinical Data,32.18,CT-868,"Phase 2 trial results for CT-868, a dual GLP-1/GIP receptor agonist, showed clinically meaningful glycemic control and modest weight loss after 26 weeks of daily treatment up to 4.0 mg, with a correction note dated August 29, 2025, but no specific announcement on or around June 25, 2025.[5]"
GALT,2024-12-27,192.1,32.18,1.15,5984400,26.15,1.23,Gainer,Clinical Data,32.18,belapectin,"Galectin Therapeutics (GALT) announced top-line results from the NAVIGATE clinical trial of belapectin on December 20, 2024, showing encouraging safety and trends including a statistically significant 48.9% reduction in new varices with the 2 mg/kg dose, though it did not meet the composite primary endpoint.[1]"
PYXS,2023-03-30,91.5,32.16,6.0,50731900,11.11,2.89,Gainer,Clinical Data,32.16,PYX-201,"Pyxis Oncology reported financial results and PYX-201 trial progress around March 30, 2023, with the Phase 1 trial having initiated in March 2023 and dosed 37 patients across 6 cohorts with a favorable safety profile."
OMER,2023-10-16,854.4,-32.16,1.54,7472200,19.76,1.63,Loser,Clinical Data,32.16,,"On October 16, 2023, Omeros (OMER) announced disappointing preliminary results from the pre-specified interim analysis of their phase 3 clinical trial.[4]"
SCLX,2025-07-17,57.7,32.14,9.25,406500,6.65,4.83,Gainer,Clinical Data,32.14,SP-102 (SEMDEXA),"Scilex Holding Company presented a post-hoc analysis of the C.L.E.A.R. Phase 3 trial for SP-102 (SEMDEXA) on July 17, 2025, at a clinical meeting in Orlando, FL.[7]"
STOK,2023-07-25,2079.6,-32.11,6.47,4929800,13.97,2.3,Loser,Clinical Data,32.11,STK-001,"Stoke Therapeutics announced updated phase 1/2a clinical trial data on July 25, 2023, showing STK-001 achieved median seizure reductions of 80-89% at the 70-mg dose but only 18-45% at the 45-mg dose in patients with Dravet syndrome."
CRVS,2023-05-10,1529.6,32.05,1.71,8572600,10.22,3.14,Gainer,Clinical Data,32.05,CPI-818,"Corvus Pharmaceuticals announced updated Phase 1/1b clinical data as of May 1st, 2023, showing 28 patients enrolled at the 200 mg BID dose with two complete responses, one nodal complete response, and three partial responses in evaluable patients."
GOSS,2023-07-20,98.3,-31.87,1.24,17376600,14.97,2.13,Loser,Clinical Data,31.87,seralutinib,"No, there were no clinical trial data or results announced for Gossamer Bio (GOSS) on or around 2023-07-20; the Phase 3 PROSERA trial results for seralutinib in pulmonary arterial hypertension, which missed the primary endpoint, were announced in 2026.[1][2][3][5]"
TRDA,2023-11-22,456.0,-31.85,11.36,310200,14.61,2.18,Loser,Clinical Data,31.85,retatrutide,"A phase 2 clinical trial for retatrutide (LY3437943), a triple-hormone-receptor agonist, reported significant weight loss results at 24 and 48 weeks, published in the NEJM around June 2023, with no announcements specifically on or around November 22, 2023.[1]"
ONMD,2023-11-08,52.2,-31.83,5.29,106000,41.14,0.77,Loser,Clinical Data,31.83,Paradise system (Recor Medical),"On November 8, 2023, Otsuka Medical Devices announced FDA approval of the Paradise ultrasound renal denervation system, referencing results from Recor's US pivotal RADIANCE™ II Randomized Clinical Trial published earlier that year in JAMA, which met its primary efficacy endpoint with a favorable safety profile.[1]"
KALA,2023-01-04,346.3,31.74,42.09,14706700,,,Gainer,Clinical Data,31.74,KPI-012,"Kala Pharmaceuticals announced positive safety data from the initial cohort of two patients in the CHASE Phase 2b clinical trial of KPI-012 for PCED in March 2023, not on or around January 4, 2023."
KZIA,2025-12-03,95.8,31.71,13.25,266400,15.07,2.1,Gainer,Clinical Data,31.71,paxalisib,Kazia Therapeutics reported preliminary Phase 1b clinical responses showing two partial responses in trial participants and one confirmed complete metabolic response in a metastatic triple-negative breast cancer patient treated with paxalisib combined with pembrolizumab and chemotherapy.
EVO,2024-04-24,1218.0,-31.63,5.23,1550700,9.15,3.46,Loser,Clinical Data,31.63,EVO ICL,
CCCC,2025-08-07,261.7,31.63,2.58,9159300,8.54,3.71,Gainer,Clinical Data,31.63,cemsidomide,"On August 7, 2025, C4 Therapeutics (CCCC) announced Phase 1 clinical trial updates for cemsidomide, reporting completed enrollment and dose escalation in multiple myeloma and non-Hodgkin’s lymphoma with overall response rates of 40% at 75 μg and 50% at 100 μg dose levels in MM.[3][5]"
PYXS,2025-10-09,91.5,31.62,3.83,3146900,6.76,4.68,Gainer,Clinical Data,31.62,PYX-201,"Pyxis Oncology announced promising Phase 1 clinical data for PYX-201 in multiple solid tumors, including a 26% ORR across six tumor types and 50% ORR in HNSCC, with expansion trials and Merck collaboration starting in 2025, around the time of an investor event.[1]"
CGTX,2025-07-10,96.2,31.58,0.7,245544800,13.31,2.37,Gainer,Clinical Data,31.58,CT1812 (zervimesine),"Cognition Therapeutics (CGTX) announced positive clinical trial results around July 2025, including a masked futility analysis from the Phase 2 MAGNIFY trial on July 21 and data presentations from Phase 2 SHIMMER and SHINE studies on July 16 at AAIC, showing significant improvements in DLB and Alzheimer's subgroups."
BGM,2025-09-23,222.7,31.58,11.75,75500,9.02,3.5,Gainer,Clinical Data,31.58,BGM0504,No clinical trial results or data announcements for BGM (identified as BGM0504) were found on or around 2025-09-23; available information shows ongoing trials for type 2 diabetes and obesity without posted results or specific date mentions.
SLDB,2025-02-18,483.8,31.51,5.3,71207600,10.49,3.0,Gainer,Clinical Data,31.51,SGT-003,"Solid Biosciences (SLDB) announced positive initial clinical data from the Phase 1/2 INSPIRE DUCHENNE trial of SGT-003 on February 18, 2025, showing 110% average microdystrophin expression, biomarker improvements, good tolerability in six participants, and early cardiac benefits.[1][2][4][5]"
INKT,2023-05-03,51.4,31.46,11.7,107930,26.21,1.2,Gainer,Clinical Data,31.46,botensilimab,"Agenus (parent company of INKT) announced Phase 1 clinical trial results on May 9, 2023, showing botensilimab demonstrated 20-50% response rates across 9 solid tumor cancers in over 350 patients."
PBYI,2025-08-11,287.2,31.44,4.85,3948200,5.43,5.78,Gainer,Clinical Data,31.44,alisertib,"In August 2025, a clinical trial for alisertib was amended to evaluate a higher dose of 60mg BID, with the study ongoing and actively recruiting patients."
IKT,2025-01-30,248.6,-31.43,1.92,982600,14.26,2.2,Loser,Clinical Data,31.43,risvodetinib,"Inhibikase Therapeutics announced on January 30, 2025, that it paused development of risvodetinib after Phase II trial results met safety endpoints but failed to show efficacy on key functional measures versus placebo.[8]"
UNCY,2024-08-13,148.9,-31.4,2.36,2030500,20.22,1.55,Loser,Clinical Data,31.4,UNI-494,"Unicycive announced the successful completion of the UNI-494 Phase 1 clinical trial in healthy volunteers in their third quarter 2024 financial results, stating it was well-tolerated up to 160 mg single dose and 40 mg twice daily multiple doses, with fast absorption and metabolism to nicorandil.[1]"
TVGN,2024-01-26,53.2,-31.4,7.58,41300,5.77,5.45,Loser,Clinical Data,31.4,TVGN-489,"No clinical trial data or results for TVGN (TVGN-489) were announced on or around January 26, 2024; the Phase 1 proof-of-concept trial was completed in January 2023 with results published later in Blood Advances.[1][4]"
TNXP,2023-05-09,178.6,-31.37,7000.0,346,13.47,2.33,Loser,Clinical Data,31.37,TNX-102 SL,"Tonix Pharmaceuticals (TNXP) announced topline results from the Phase 2 PREVAIL proof-of-concept study of TNX-102 SL for fibromyalgia-type Long COVID on September 5, 2023, showing a robust effect size of 0.5 in improving fatigue and positive trends in secondary endpoints despite missing the primary pain reduction endpoint."
BCYC,2024-12-13,397.5,-31.33,13.81,5713500,10.93,2.87,Loser,Clinical Data,31.33,zelenectide pevedotin,"Bicycle Therapeutics announced clinical trial data on December 13, 2024, including a 65% overall response rate in 20 efficacy-evaluable patients, topline combination data with pembrolizumab in first-line metastatic urothelial cancer, and monotherapy data in non-small cell lung cancer patients with NECTIN4 gene amplification."
ENLV,2025-08-18,273.0,-31.32,1.25,10584000,17.1,1.83,Loser,Clinical Data,31.32,Allocetra,"Enlivex Therapeutics (ENLV) announced positive three-month topline data from the Phase IIa stage of the ENX-CL-05-001 trial evaluating Allocetra in patients with moderate-to-severe knee osteoarthritis on August 18, 2025, showing 72% pain reduction and 95-109% function improvement in the age-related primary osteoarthritis subgroup versus placebo."
DWTX,2023-08-10,91.4,-31.21,27.0,168432,18.51,1.69,Loser,Clinical Data,31.21,IMC-1,"Virios Therapeutics (now Dogwood Therapeutics) announced plans to advance IMC-1 into Phase 3 development for fibromyalgia treatment, with positive safety and efficacy results from the FORTRESS trial enabling the definition of a clinical trial program and optimized formulation."
TIL,2024-07-12,60.4,31.13,12.72,461800,5.01,6.21,Gainer,Clinical Data,31.13,lifileucel,"Iovance announced positive results from the first clinical trial of TIL cell therapy (lifileucel) in advanced UPS and DDLPS, showing a 50% ORR in the first six evaluable patients refractory to prior therapy.[1][2]"
PMVP,2023-11-01,90.5,31.13,1.98,1543700,16.67,1.87,Gainer,Clinical Data,31.13,rezatapopt,"No clinical trial data or results for PMVP were announced on or around 2023-11-01; the closest was an updated Phase 1 PYNNACLE trial announcement in October 2023, with further data presented at the 2023 AACR-NCI-EORTC conference.[1][3][4]"
CADL,2024-12-13,288.2,-31.12,6.75,18711200,23.59,1.32,Loser,Clinical Data,31.12,CAN-2409,"Candel Therapeutics (CADL) announced positive topline results from its Phase 3 clinical trial of CAN-2409 in intermediate-to-high-risk localized prostate cancer in December 2024, meeting the primary endpoint of statistically significant improvement in disease-free survival.[1][2]"
NTHI,2025-04-04,245.0,31.11,12.56,93800,,,Gainer,Clinical Data,31.11,NEO100-01,"NeOnc Technologies announced trial read-out data expected in early 2026 for NEO100-01, its Phase 2a clinical trial for brain cancer treatment, with the announcement made on April 14, 2025."
PHAT,2023-01-04,979.8,-31.11,8.26,1513100,,,Loser,Clinical Data,31.11,vonoprazan,Phathom Pharmaceuticals announced positive topline results from the Phase 3 PHALCON-NERD-301 trial evaluating daily dosing of vonoprazan for non-erosive reflux disease (NERD) in January 2023.[5]
INKT,2025-07-15,51.4,-31.03,28.01,1478600,30.07,1.03,Loser,Clinical Data,31.03,agenT-797,"MiNK Therapeutics announced on July 11, 2025, the publication of clinical trial data (NCT05108623) showing complete remission in a patient with metastatic testicular cancer following a single infusion of allogeneic iNKT cell therapy agenT-797 with nivolumab.[1][5]"
ENGN,2023-11-03,677.2,-31.0,13.11,75800,83.96,0.37,Loser,Clinical Data,31.0,EG-70 (detalimogene voraplasmid),"enGene presented clinical data from the Phase 1 portion of the LEGEND trial for EG-70 at the 24th Annual Meeting of the Society of Urologic Oncology in November 2023, reporting achievement of primary and secondary endpoints with a 68% 3-month complete response rate in 22 BCG-unresponsive NMIBC patients."
TNXP,2024-06-10,178.6,-30.94,221.0,9185,26.05,1.19,Loser,Clinical Data,30.94,TNX-102 SL,"In June 2024, Tonix announced positive preclinical efficacy data for TNX-801 demonstrating protection against lethal monkeypox challenge in non-human primates, and completed the clinical stage of its Phase 1 study of TNX-1500 in healthy volunteers."
PMN,2023-08-16,50.6,-30.91,38.0,6560,29.75,1.04,Loser,Clinical Data,30.91,obinutuzumab (Gazyva/Gazyvaro),"Roche announced positive Phase III MAJESTY trial results for obinutuzumab in primary membranous nephropathy (pMN) on or around 2023-08-16, showing it met the primary endpoint of significantly higher complete remission rates at two years compared to tacrolimus.[1]"
MIST,2023-12-26,145.6,-30.9,1.99,3026500,15.48,2.0,Loser,Clinical Data,30.9,etripamil,"No clinical trial data or results for MIST were announced on or around 2023-12-26; that date featured an FDA refuse-to-file letter for etripamil (Milestone Pharmaceuticals, Nasdaq: MIST), while RAPID trial results were published earlier in 2023 and MIST refers to a separate ongoing Phase 2b trial for AP01 in progressive pulmonary fibrosis."
PTHS,2025-07-11,85.3,-30.82,18.32,176900,38.51,0.8,Loser,Clinical Data,30.82,,"The Center for Clinical and Translational Science announced 2025 Pilot Projects on July 11, 2025, though the search results do not specify PTHS-related clinical trial data or results announced on that specific date."
ATAI,2023-01-06,1318.5,-30.8,1.82,7928200,,,Loser,Clinical Data,30.8,PCN-101,"On January 6, 2023, atai Life Sciences announced topline results from a Phase 2a trial of PCN-101 (R-ketamine) for treatment-resistant depression, which failed to meet its primary endpoint of statistically significant MADRS score change at 24 hours compared to placebo, despite efficacy signals at later timepoints and good tolerability."
TVTX,2023-05-02,2665.4,-30.78,15.65,9267500,8.82,3.49,Loser,Clinical Data,30.78,sparsentan,"Travere Therapeutics (TVTX) announced topline primary efficacy results from the Phase 3 DUPLEX Study of sparsentan in FSGS on May 1, 2023, showing it did not meet the eGFR slope endpoint but achieved sustained proteinuria reduction and favorable trends on secondary endpoints.[1][2]"
ARVN,2023-12-06,974.3,30.77,30.3,2863200,7.22,4.26,Gainer,Clinical Data,30.77,vepdegestrant,"Arvinas and Pfizer announced interim Phase 1b trial data on December 5, 2023, showing vepdegestrant in combination with palbociclib achieved a 42% overall response rate and 11.1 months median progression-free survival in heavily pre-treated patients."
AVTX,2023-04-10,324.0,30.77,571.2,898,8.84,3.48,Gainer,Clinical Data,30.77,AVTX-002 (quisovalimab),"No clinical trial data or results for AVTX were announced on or around April 10, 2023; the Phase 2 PEAK trial topline results for AVTX-002 in non-eosinophilic asthma, showing failure to meet the primary endpoint but significant LIGHT reduction, were announced on June 26, 2023."
ARCT,2025-08-12,233.8,30.73,14.89,1813300,7.01,4.38,Gainer,Clinical Data,30.73,ARCT-2138 and ARCT-2304,"On August 11, 2025, Arcturus Therapeutics announced positive Phase 1 results for seasonal flu vaccine ARCT-2138, with Phase 1 results for pandemic flu vaccine ARCT-2304 expected in 2025."
SANA,2023-04-13,1121.4,30.67,4.9,5128700,6.05,5.07,Gainer,Clinical Data,30.67,UP421,Sana Biotechnology announced preclinical data published in Science Translational Medicine showing its hypoimmune pancreatic cells control type 1 diabetes in a preclinical model[5].
PRLD,2024-08-13,173.5,30.53,6.2,250700,12.76,2.39,Gainer,Clinical Data,30.53,PRT3789,"Prelude Therapeutics announced positive Phase 1 clinical trial results for PRT3789, a SMARCA2 degrader, on or around August 12-13, 2024, showing safety, tolerability, and anti-tumor activity including partial responses in SMARCA4-deficient cancers like NSCLC and esophageal cancer as of a November 30, 2024 data cutoff."
HUMA,2025-03-26,215.2,-30.43,2.0,25994000,15.49,1.96,Loser,Clinical Data,30.43,V007,"Humacyte announced positive results from the V007 Phase 3 clinical trial in dialysis on March 28, 2025.[5]"
WVE,2023-12-07,2587.6,-30.42,4.78,5187900,9.83,3.09,Loser,Clinical Data,30.42,WVE-N531,"Wave Life Sciences announced data from Part A of the WVE-N531 trial in DMD, demonstrating industry-leading exon skipping levels of 53% and muscle tissue results, as part of their Q4 and full-year 2023 financial results report.[1]"
CTNM,2025-06-20,560.4,30.41,4.76,297700,12.09,2.52,Gainer,Clinical Data,30.41,PIPE-791,"Contineum Therapeutics (CTNM) provided an update on its Phase 1b PET trial of PIPE-791 on June 25, 2025, but stock fell due to a delay in trial data release, with no full results announced on or around June 20, 2025."
OM,2024-12-03,63.9,30.39,17.7,157093,9.8,3.1,Gainer,Clinical Data,30.39,ADSTILADRIN (nadofaragene firadenovec-vncg),"Ferring Pharmaceuticals announced on December 3, 2024, that it advanced three clinical studies in its ADSTILADRIN program for non-muscle invasive bladder cancer and upper tract urothelial cancer."
NBP,2025-08-01,378.2,30.35,2.62,44554300,9.83,3.09,Gainer,Clinical Data,30.35,Givastomig,"NovaBridge Biosciences (NBP) announced positive Phase 1b clinical trial results for Givastomig on or around December 2-4, 2025, showing 71-77% ORR and 16.9 months mPFS in gastroesophageal cancer patients, not on August 1, 2025."
BMEA,2023-12-11,96.9,-30.31,11.77,7550800,27.2,1.11,Loser,Clinical Data,30.31,BMF-219,"Biomea Fusion announced Phase I COVALENT-101 trial results for BMF-219 on December 11, 2023, showing achievement of minimal residual disease negativity in the first complete responder in AML patients, with early clinical activity, good tolerability, and no dose-limiting toxicities.[1]"
