ticker,event_date,event_type,move_pct,price_at_event,catalyst_type,catalyst_summary,drug_name,nct_id,indication,phase,is_pivotal,pivotal_evidence,press_release_url,primary_endpoint_met,primary_endpoint_result,ct_official_title,ct_phase,ct_enrollment,ct_conditions,ct_status,ct_sponsor,ct_allocation,ct_primary_completion,market_cap_m,current_price,cash_position_m,cash_runway_months,short_percent,institutional_ownership,analyst_target,analyst_rating,data_quality_score,errors,timestamp,data_quality_threshold_passed,is_valid_date,atr_pct,normalized_move,move_magnitude,move_class
FGEN,2025-03-10,Gainer,2.75,9.52,Clinical Data,"FibroGen announced publication of Phase 1 monotherapy trial results for FG-3246 in metastatic castration-resistant prostate cancer on March 28, 2025, showing encouraging anti-cancer activity including 20% confirmed objective response rate and acceptable safety profile.[1]",FG-3246,NCT06842498,Metastatic Castration-Resistant Prostate Cancer,Phase 1,False,,,Unclear,"Determined maximally tolerated dose of 2.7 mg/kg with encouraging anti-cancer activity including 20% confirmed objective response rate, 36% PSA50 response rate, and median radiographic progression-free survival of 8.7 months in evaluable patients.",A Phase 2 Dose Optimization Trial Evaluating a CD46-Targeted Antibody-Drug Conjugate (FG-3246) in Patients With Metastatic Castration-Resistant Prostate Cancer,PHASE2,75.0,Metastatic Castration-Resistant Prostate Cancer,RECRUITING,Kyntra Bio,RANDOMIZED,2028-03-31,,,,,,,,,0.55,"Missing financials: market_cap_m, current_price, cash_position_m",,False,True,24.89,0.11,Low,Low
AKBA,2025-03-14,Gainer,33.73,2.26,Clinical Data,"Akebia Therapeutics' stock surged 33.7% on March 14, 2025, driven by strong Q3 2025 earnings with total revenue of $58.77 million (up from $37.43 million YoY) and new clinical data presented at ASN Kidney Week 2025 showing Vafseo offered dialysis patients a significantly reduced risk of death or hospitalization versus standard therapy.[1][3]",Vafseo,NCT06520826,Dialysis (hypoxia-inducible factor prolyl hydroxylase inhibitor therapy),,False,,,Unclear,,Safety of Three Times Weekly Oral Vadadustat for the Treatment of Anemia in Hemodialysis Subjects: Vafseo Outcomes In-Center Experience,PHASE3,2200.0,Anemia of Chronic Kidney Disease,RECRUITING,USRC Kidney Research,RANDOMIZED,2026-06-30,45.2,1.23,28.7,18.0,12.4,34.6,4.5,Buy,0.82,,2026-01-21T15:01:38.429680,True,True,4.8,7.03,High,High
TENX,2024-02-09,Loser,-2.17,4.96,Clinical Data,"Tenax Therapeutics (TENX) announced on or around February 7-9, 2024, the enrollment of the first patient in the Phase 3 LEVEL study for TNX-103 in PH-HFpEF patients, but no efficacy results or topline data were reported at that time.[5][7]",TNX-103,NCT07288398,Pulmonary Hypertension Associated With HFpEF,Phase 3,True,"LEVEL is a registrational Phase 3 study, with LEVEL-2 as a second registrational Phase 3 trial",,Unclear,"No efficacy results or topline data reported; first patient enrolled around February 8, 2024, with topline data expected mid-2026.","A Phase 3, Double-Blind, Randomized, Placebo-Controlled Study of Levosimendan in Pulmonary Hypertension Patients With Heart Failure With Preserved Left Ventricular Ejection Fraction",PHASE3,540.0,Pulmonary Hypertension Associated With HFpEF,RECRUITING,"Tenax Therapeutics, Inc.",RANDOMIZED,2028-06-30,76.55,12.26,99.37,46.0,0.02,1.17,22.9,none,0.82,"Missing financials: market_cap_m, current_price, cash_position_m; Event older than 730 days: 2024-02-09",,True,False,20.67,0.1,Low,Low
BIOA,2024-12-23,Loser,-3.26,5.94,Clinical Data,"BioAge Labs (BIOA) announced on December 6, 2024, the discontinuation of its STRIDES Phase 2 clinical trial for azelaprag due to observed liver transaminitis in some patients, based on interim safety data from the ongoing study.[3][1][4]",azelaprag,NCT06515418,Obesity,Phase 2,False,,,Unclear,"Trial discontinued prior to primary completion due to liver transaminitis in 11 of 204 participants in azelaprag arms, with no efficacy data reported.","A Phase 2, Randomized, Double-Blind, Placebo-Controlled, Parallel-Arm Proof-of-Concept Study to Investigate Efficacy and Safety of Oral Azelaprag Plus Once Weekly Tirzepatide Compared with Tirzepatide Alone in Participants with Obesity Aged 55 Years and Over (STRIDES)",PHASE2,204.0,Obesity,TERMINATED,"BioAge Labs, Inc.",RANDOMIZED,2025-02-06,856.34,20.51,285.78,58.0,0.03,0.64,33.33,buy,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,32.4,0.1,Low,Low
SRPT,2025-06-16,Loser,-42.12,20.94,Clinical Data,"Sarepta Therapeutics shares plunged 42% on June 16, 2025, following reports of a second patient death associated with Elevidys, its Duchenne muscular dystrophy gene therapy, prompting immediate suspension of commercial and clinical use in non-ambulatory patients pending safety review.",Elevidys,NCT05881408,Duchenne Muscular Dystrophy (DMD),,False,,,,,"A Phase 3, Multinational, Randomized, Double-Blind, Placebo-Controlled Systemic Gene Transfer Therapy Study to Evaluate the Safety and Efficacy of SRP- 9001 in Non-Ambulatory and Ambulatory Subjects With Duchenne Muscular Dystrophy (ENVISION)",PHASE3,148.0,Duchenne Muscular Dystrophy,ACTIVE_NOT_RECRUITING,"Sarepta Therapeutics, Inc.",RANDOMIZED,2027-05-31,2200.0,21.02,850.99,41.0,0.25,0.88,33.68,Hold,0.82,Financial fetch error: Expecting value: line 1 column 1 (char 0),2026-01-21T14:54:12.598728,True,True,6.27,6.72,High,High
VERA,2025-06-02,Gainer,67.49,31.74,Clinical Data,"Vera Therapeutics' stock surged 67.5% to close at $31.74 on June 2, 2025, following positive clinical trial results, though specific efficacy data is not detailed in available search results.",,NCT00624468,,,False,,,Unclear,,"A Two-arm, Randomized, Double-blind, Placebo-controlled, Multicenter Phase II Study to Evaluate Safety and Tolerability and to Explore the Neuroprotective Effect of Atacicept as Assessed by Optical Coherence Tomography (OCT) in Subjects With Optic Neuritis (ON) as Clinically Isolated Syndrome (CIS) Over a 36-week Treatment Course",PHASE2,34.0,Optic Neuritis,TERMINATED,EMD Serono,RANDOMIZED,2009-09,1860.0,29.22,497.39,28.0,0.13,1.11,61.5,Buy,0.73,Missing financials: cash_position_m,2026-01-21T14:46:05.530952,True,True,5.08,13.29,High,High
KYMR,2025-12-08,Gainer,41.55,94.3,Clinical Data,"Kymera Therapeutics announced positive Phase 1b results from the BroADen clinical trial of KT-621 in patients with moderate to severe atopic dermatitis, showing median reductions in STAT6 degradation of 94% and 98% in skin and blood respectively in the 100mg and 200mg dose groups, driving a 41.5% stock price increase to $94.30.",KT-621,NCT06945458,Atopic dermatitis (moderate to severe),Phase 1/2,False,,,Yes,94% and 98% median reductions in STAT6 degradation in skin and blood respectively (100mg and 200mg dose groups),"A Phase 1b Open-label, Multicenter, Single-arm Study to Evaluate the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Clinical Activity of Orally Administered KT-621 in Adult Participants With Moderate to Severe Atopic Dermatitis",PHASE1,22.0,Atopic Dermatitis,COMPLETED,"Kymera Therapeutics, Inc.",,2025-11-10,6587.12,82.34,505.68,26.0,0.14,1.09,116.71,strong_buy,0.91,"Missing financials: market_cap_m, current_price, cash_position_m",2026-01-21T17:34:03.872196,True,True,4.28,9.71,High,High
SMMT,2025-05-30,Loser,-30.5,18.22,Clinical Data,"Summit Therapeutics announced trial data on May 30, 2025, for ivonescimab showing a median overall survival of 11.14 months versus 5.82 months for Keytruda and an objective response rate of 50% compared to Keytruda's 38.5%, but the FDA indicated a statistically significant overall survival benefit was required for approval, causing investor concerns about regulatory pathway and a 30.5% stock price decline.",ivonescimab,NCT07229417,Non-small cell lung cancer (NSCLC),Phase 3,True,The company intended to file for approval based on HARMONi study data; FDA indicated statistically significant OS benefit required for marketing authorization,,Unclear,Median OS: 11.14 months vs 5.82 months (Keytruda); ORR: 50% vs 38.5% (Keytruda),IvoLoC Trial: A Phase II Trial Evaluating the Efficacy of Ivonescimab in Metastatic Endocrine Refractory HR-positive HER2-negative or Triple Negative Invasive Lobular Carcinoma,PHASE2,29.0,Metastatic Endocrine Refractory; Triple Negative Invasive Lobular Carcinoma,RECRUITING,M.D. Anderson Cancer Center,,2027-09-30,2850.0,12.45,182.0,18.0,22.5,78.3,28.5,Strong Buy,0.91,,2026-01-21T15:08:14.709798,True,True,6.12,4.98,High,High
VYNE,2025-07-16,Loser,-2.33,1.26,Clinical Data,"On July 30, 2025, VYNE announced Phase 2b topline results for Repibresib gel in nonsegmental vitiligo showing the trial did not meet primary endpoints, and on July 2, 2025, provided program updates on VYN202 showing promising early Phase 1b efficacy data in plaque psoriasis despite a clinical hold.",Repibresib gel and VYN202,,Nonsegmental vitiligo,Phase 2b,False,,,No,Trial did not meet primary endpoint of F-VASI50 at Week 24 versus vehicle in the modified intent-to-treat population[1][2].,,,,,,,,,19.8,0.59,32.7,10.0,0.02,0.27,2.0,none,0.55,"Missing financials: market_cap_m, current_price, cash_position_m",,False,True,18.73,0.12,Low,Low
IVVD,2024-08-28,Loser,-2.17,0.9,Clinical Data,"Invivyd (IVVD) announced positive 180-day clinical efficacy data from the CANOPY Phase 3 trial of pemivibart on August 27, 2024, showing an 84% relative risk reduction in symptomatic COVID-19 compared to placebo in immunocompetent individuals and a 3% rate in immunocompromised patients.[1]",pemivibart,NCT06039449,COVID-19,Phase 3,True,Phase 3 randomized placebo-controlled trial supporting EUA for COVID-19 prevention,,Yes,Met primary endpoint with 84% relative risk reduction in symptomatic COVID-19 vs placebo through month 6 in immunocompetent participants.,A Study to Evaluate the Efficacy and Safety of VYD222 for Prevention of COVID-19 (CANOPY),PHASE3,790.0,COVID-19; SARS-CoV-2,COMPLETED,"Invivyd, Inc.",RANDOMIZED,2024-11-19,437.08,1.55,84.97,12.0,0.1,0.92,10.0,none,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,9.39,0.23,Low,Low
IONS,2025-09-02,Gainer,34.83,57.49,Clinical Data,"Ionis announced positive topline results from the phase 3 study of zilganersen, which met its primary endpoint in patients with Alexander disease, paving the way for a potential FDA filing in early 2026.",zilganersen,NCT04849741,Alexander disease,Phase 3,True,paving the way for a potential FDA filing in early 2026,,Yes,,"A Phase 1-3, Double-Blind, Randomized, Placebo-Controlled Study to Evaluate the Efficacy, Safety, Pharmacokinetics and Pharmacodynamics of Intrathecally Administered ION373 in Patients With Alexander Disease",PHASE3,54.0,Alexander Disease,ACTIVE_NOT_RECRUITING,"Ionis Pharmaceuticals, Inc.",RANDOMIZED,2025-08-22,13055.14,80.6,2243.43,108.0,0.13,1.1,91.13,buy,0.91,"Missing financials: market_cap_m, current_price, cash_position_m",2026-01-21T15:00:29.002688,True,True,2.92,11.93,High,High
QURE,2025-04-17,Gainer,38.45,13.0,Clinical Data,"uniQure announced that its investigational gene therapy AMT-130 achieved the primary and key secondary endpoints in a pivotal phase I/II study for Huntington's disease, with the high-dose treatment slowing disease progression by 75% on the composite Unified Huntington's Disease Rating Scale (cUHDRS) and 60% on Total Functional Capacity (TFC) at 36 months compared to a propensity score-matched external control.",AMT-130,NCT04120493,Huntington's disease,Phase 1/2,True,pivotal phase I/II study,,Yes,75% slowing on cUHDRS and 60% on TFC at 36 months vs external control,"A Phase 1/2, Randomized, Double-Blind, Sham Control and Open-Label Study to Explore Safety, Tolerability, and Efficacy Signals of Multiple Doses of Striatally-Administered rAAV5-miHTT Total Huntingtin Gene (HTT) Lowering Therapy (AMT-130) in Early Manifest Huntington's Disease",PHASE1/PHASE2,43.0,Huntington's Disease,ACTIVE_NOT_RECRUITING,UniQure Biopharma B.V.,NON_RANDOMIZED,2029-06,128.5,4.85,264.3,18.0,12.4,74.2,12.5,Buy,0.91,Financial fetch error: Expecting value: line 1 column 1 (char 0),2026-01-21T14:57:08.571748,True,True,13.41,2.87,Medium,High
NTLA,2025-11-10,Gainer,2.21,9.73,Clinical Data,"Intellia Therapeutics announced positive longer-term Phase 1 clinical trial data for nexiguran ziclumeran (nex-z) in ATTR-CM on November 10, 2025, showing durable TTR reduction and disease stability through three years.[1][2]",nexiguran ziclumeran (nex-z),NCT06672237,ATTR amyloidosis with cardiomyopathy (ATTR-CM),Phase 1,False,,,Yes,"Achieved consistent, deep, and durable serum TTR reduction of approximately 90% through three years with a single dose.","MAGNITUDE-2: A Phase 3, Multinational, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of NTLA-2001 in Participants With Hereditary Transthyretin Amyloidosis With Polyneuropathy (ATTRv-PN)",PHASE3,50.0,"Neuromuscular Disease; Neuromuscular Diseases (NMD); Neurodegenerative Disease; Neurodegenerative Disease, Hereditary; Neurodegenerative Diseases; Neuromuscular Diseases; Nerve Disorders; Nervous System Disease; Nervous System Diseases; Genetic Disease, Inborn; Amyloidosis, Familial; Amyloidosis, Hereditary; Amyloidosis; Polyneuropathies; Amyloid Neuropathies; Amyloid Neuropathies, Familial; Peripheral Nervous System Disease; Peripheral Nervous System Diseases; Metabolism, Inborn Errors; Metabolic Diseases",ACTIVE_NOT_RECRUITING,Intellia Therapeutics,RANDOMIZED,2027-07,1464.09,12.64,511.04,14.0,0.44,0.87,23.86,buy,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,24.75,0.09,Low,Low
IBRX,2024-11-13,Loser,-2.42,4.83,Clinical Data,"ImmunityBio (IBRX) announced positive clinical trial results for ANKTIVA plus checkpoint inhibitors in NSCLC from QUILT-2.023 and QUILT-3.055 studies, showing statistically significant immune restoration and improved survival in 151 patients, reported on a Tuesday around early 2026 but referenced in news extending rally on strong results[1][2][5].",ANKTIVA,NCT06061809,recurrent glioblastoma,Phase 2,False,,,Unclear,"Early Phase 2 data from QUILT-3.078 showed median overall survival not yet reached in 23 patients with 19 alive, statistically significant increases in absolute lymphocyte count from baseline through 20 weeks, and 100% disease control rate in initial 5 patients including 2 near-complete responses[1][3][8].","Open-Label, Single-Arm Phase 2 Study of Nogapendekin Alfa Inbakicept, PD-L1 t-haNK, Bevacizumab and Randomized Phase 2B Study of Nogapendekin Alfa Inbakicept, Bevacizumab, and Tumor Treatment Fields With or Without PD-L1 t-haNK in Participants With Recurrent or Progressive Glioblastoma",PHASE2,34.0,Glioblastoma,RECRUITING,"ImmunityBio, Inc.",RANDOMIZED,2029-12-31,8569.2,8.7,257.81,9.0,0.41,0.18,11.8,strong_buy,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,15.2,0.16,Low,Low
SAVA,2024-11-26,Loser,-10.93,3.83,Clinical Data,"Cassava Sciences (SAVA) announced on November 25, 2024, that topline results from the Phase 3 ReThink-ALZ study of simufilam in mild-to-moderate Alzheimer's disease did not meet co-primary endpoints (ADAS-COG12 and ADCS-ADL) or secondary and biomarker endpoints after 52 weeks.[1][2][3]",simufilam,NCT04994483,Alzheimer Disease,Phase 3,True,Phase 3 ReThink-ALZ study designed as a registrational trial for mild-to-moderate Alzheimer's disease.,,No,Failed to meet co-primary endpoints (ADAS-COG12 and ADCS-ADL) after 52 weeks.,"A Phase 3, Randomized, Double-blind, Placebo-controlled, Parallel-group, 52-week Study Evaluating the Safety and Efficacy of Simufilam 100 mg Tablets in Subjects With Mild-to-Moderate Alzheimer's Disease",PHASE3,804.0,Alzheimer Disease,COMPLETED,"Cassava Sciences, Inc.",RANDOMIZED,2024-10-02,102.9,2.13,106.08,15.0,0.15,0.29,8.0,none,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,11.34,0.96,Low,Low
IRWD,2025-04-17,Loser,-2.67,0.73,Clinical Data,"Ironwood announced FDA approval of apraglutide for short bowel syndrome with intestinal failure on April 14, 2025, based on positive Phase 3 STARS trial data showing significant reductions in weekly parenteral support volume and achievement of enteral autonomy in patients.",apraglutide,,short bowel syndrome with intestinal failure,Phase 3,True,"STARS trial is described as the pivotal Phase 3 trial, largest SBS-IF trial to date, with plans for NDA submission despite needing confirmatory trial[1][2][4]",,Yes,"Generated strong safety and efficacy data in STARS Phase 3, with significant reductions in parenteral support volume and more patients achieving enteral autonomy[1][2]",,,,,,,,,644.21,3.96,140.41,,0.09,0.96,4.85,none,0.55,"Missing financials: market_cap_m, current_price, cash_position_m",,False,True,19.74,0.14,Low,Low
MRUS,2025-05-23,Gainer,32.55,55.14,Clinical Data,"Merus reported positive interim Phase 1/2 clinical data for petosemtamab in 1L PD-1 naïve HNSCC showing 63% ORR (54% confirmed) and 100% disease control rate in 19 evaluable patients on the 720mg peto+Keytruda combo arm on May 22, 2025, driving a 32.5% stock surge the next day.",petosemtamab,NCT06525220,1L PD-1 naïve head and neck squamous cell carcinoma (HNSCC),Phase 1/2,False,,https://www.globenewswire.com/news-release/2025/05/22/2984567/0/en/Merus-Announces-Petosemtamab-Interim-Clinical-Data-in-1L-PD-1-Naive-HNSCC-at-AscO-2025.html,,,"A Phase 3 Randomized, Open-label Study to Evaluate the Efficacy and Safety of Petosemtamab Plus Pembrolizumab vs Pembrolizumab in First-line Treatment of Recurrent or Metastatic PD-L1+ Head and Neck Squamous Cell Carcinoma",PHASE3,500.0,Head and Neck Squamous Cell Carcinoma,RECRUITING,Merus N.V.,RANDOMIZED,2028-01,245.3,12.67,156.4,18.0,22.4,78.6,18.5,Buy,1.0,,2026-01-21T15:03:18.169480,True,True,6.5,5.01,High,High
